Region,Subregion,Country,Indicator,Year,Source,value
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,1998,NGO,24
Americas,Caribbean,Dominican Republic,Homicide rate,1998,NGO,13.6
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,1998,NGO,22.3
Americas,Caribbean,Puerto Rico,Homicide count,1998,NP,652
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,1998,NP,8
Americas,Caribbean,Puerto Rico,Homicide rate,1998,NP,17.9
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,1998,NP,18.5
Americas,Caribbean,Turks and Caicos Islands,Homicide count,1998,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,1998,PAHO,0
Americas,Caribbean,Barbados,Homicide count,1998,UNSDC,20
Americas,Caribbean,Dominica,Homicide count,1998,UNSDC,9
Americas,Caribbean,Jamaica,Homicide count,1998,UNSDC,859
Americas,Caribbean,Barbados,Homicide rate,1998,UNSDC,7.4
Americas,Caribbean,Dominica,Homicide rate,1998,UNSDC,12.8
Americas,Caribbean,Jamaica,Homicide rate,1998,UNSDC,32.9
Americas,Caribbean,Aruba,Homicide count,1999,MD,2
Americas,Caribbean,British Virgin Islands,Homicide count,1999,MD,1
Americas,Caribbean,Cuba,Homicide count,1999,MD,609
Americas,Caribbean,Saint Lucia,Homicide count,1999,MD,16
Americas,Caribbean,United States Virgin Islands,Homicide count,1999,MD,27
Americas,Caribbean,Aruba,Homicide rate,1999,MD,2.2
Americas,Caribbean,British Virgin Islands,Homicide rate,1999,MD,5
Americas,Caribbean,Cuba,Homicide rate,1999,MD,5.5
Americas,Caribbean,Saint Lucia,Homicide rate,1999,MD,10.3
Americas,Caribbean,United States Virgin Islands,Homicide rate,1999,MD,24.8
Americas,Caribbean,Dominican Republic,Homicide count,1999,NGO,1066
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,1999,NGO,14
Americas,Caribbean,Dominican Republic,Homicide rate,1999,NGO,12.8
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,1999,NGO,13
Americas,Caribbean,Puerto Rico,Homicide count,1999,NP,593
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,1999,NP,6
Americas,Caribbean,Puerto Rico,Homicide rate,1999,NP,16.2
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,1999,NP,13.8
Americas,Caribbean,Montserrat,Homicide count,1999,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide count,1999,PAHO,0
Americas,Caribbean,Montserrat,Homicide rate,1999,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,1999,PAHO,0
Americas,Caribbean,Barbados,Homicide count,1999,UNSDC,23
Americas,Caribbean,Dominica,Homicide count,1999,UNSDC,7
Americas,Caribbean,Jamaica,Homicide count,1999,UNSDC,854
Americas,Caribbean,Barbados,Homicide rate,1999,UNSDC,8.5
Americas,Caribbean,Dominica,Homicide rate,1999,UNSDC,10
Americas,Caribbean,Jamaica,Homicide rate,1999,UNSDC,32.4
Americas,Caribbean,Cayman Islands,Homicide count,1999,WHO,0
Americas,Caribbean,Cayman Islands,Homicide rate,1999,WHO,0
Americas,Caribbean,Cayman Islands,Homicide count,2000,MD,4
Americas,Caribbean,Cuba,Homicide count,2000,MD,587
Americas,Caribbean,United States Virgin Islands,Homicide count,2000,MD,23
Americas,Caribbean,Cayman Islands,Homicide rate,2000,MD,9.5
Americas,Caribbean,Cuba,Homicide rate,2000,MD,5.3
Americas,Caribbean,United States Virgin Islands,Homicide rate,2000,MD,21.2
Americas,Caribbean,Dominican Republic,Homicide count,2000,NGO,1210
Americas,Caribbean,Dominican Republic,Homicide rate,2000,NGO,14.3
Americas,Caribbean,Puerto Rico,Homicide count,2000,NSO,734
Americas,Caribbean,Puerto Rico,Homicide rate,2000,NSO,20
Americas,Caribbean,Bahamas,Homicide count,2000,OAS,74
Americas,Caribbean,Barbados,Homicide count,2000,OAS,20
Americas,Caribbean,Grenada,Homicide count,2000,OAS,15
Americas,Caribbean,Jamaica,Homicide count,2000,OAS,887
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2000,OAS,3
Americas,Caribbean,Saint Lucia,Homicide count,2000,OAS,23
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2000,OAS,20
Americas,Caribbean,Trinidad and Tobago,Homicide count,2000,OAS,120
Americas,Caribbean,Bahamas,Homicide rate,2000,OAS,24.8
Americas,Caribbean,Barbados,Homicide rate,2000,OAS,7.4
Americas,Caribbean,Grenada,Homicide rate,2000,OAS,14.6
Americas,Caribbean,Jamaica,Homicide rate,2000,OAS,33.4
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2000,OAS,6.8
Americas,Caribbean,Saint Lucia,Homicide rate,2000,OAS,14.7
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2000,OAS,18.6
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2000,OAS,9.5
Americas,Caribbean,Montserrat,Homicide count,2000,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide count,2000,PAHO,0
Americas,Caribbean,Montserrat,Homicide rate,2000,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,2000,PAHO,0
Americas,Caribbean,Dominica,Homicide count,2000,UNSDC,2
Americas,Caribbean,Dominica,Homicide rate,2000,UNSDC,2.9
Americas,Caribbean,Aruba,Homicide count,2001,MD,4
Americas,Caribbean,British Virgin Islands,Homicide count,2001,MD,1
Americas,Caribbean,Cayman Islands,Homicide count,2001,MD,2
Americas,Caribbean,Cuba,Homicide count,2001,MD,605
Americas,Caribbean,United States Virgin Islands,Homicide count,2001,MD,28
Americas,Caribbean,Aruba,Homicide rate,2001,MD,4.3
Americas,Caribbean,British Virgin Islands,Homicide rate,2001,MD,4.8
Americas,Caribbean,Cayman Islands,Homicide rate,2001,MD,4.6
Americas,Caribbean,Cuba,Homicide rate,2001,MD,5.4
Americas,Caribbean,United States Virgin Islands,Homicide rate,2001,MD,25.8
Americas,Caribbean,Dominican Republic,Homicide count,2001,NGO,1095
Americas,Caribbean,Dominican Republic,Homicide rate,2001,NGO,12.7
Americas,Caribbean,Puerto Rico,Homicide count,2001,NSO,802
Americas,Caribbean,Puerto Rico,Homicide rate,2001,NSO,21.9
Americas,Caribbean,Bahamas,Homicide count,2001,OAS,43
Americas,Caribbean,Barbados,Homicide count,2001,OAS,25
Americas,Caribbean,Dominica,Homicide count,2001,OAS,1
Americas,Caribbean,Grenada,Homicide count,2001,OAS,6
Americas,Caribbean,Jamaica,Homicide count,2001,OAS,1139
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2001,OAS,6
Americas,Caribbean,Saint Lucia,Homicide count,2001,OAS,34
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2001,OAS,12
Americas,Caribbean,Trinidad and Tobago,Homicide count,2001,OAS,151
Americas,Caribbean,Bahamas,Homicide rate,2001,OAS,14.2
Americas,Caribbean,Barbados,Homicide rate,2001,OAS,9.2
Americas,Caribbean,Dominica,Homicide rate,2001,OAS,1.4
Americas,Caribbean,Grenada,Homicide rate,2001,OAS,5.8
Americas,Caribbean,Jamaica,Homicide rate,2001,OAS,42.6
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2001,OAS,13.5
Americas,Caribbean,Saint Lucia,Homicide rate,2001,OAS,21.5
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2001,OAS,11.1
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2001,OAS,11.9
Americas,Caribbean,Curaçao,Homicide count,2001,PAHO,10
Americas,Caribbean,Montserrat,Homicide count,2001,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide count,2001,PAHO,0
Americas,Caribbean,Curaçao,Homicide rate,2001,PAHO,7.7
Americas,Caribbean,Montserrat,Homicide rate,2001,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,2001,PAHO,0
Americas,Caribbean,Aruba,Homicide count,2002,MD,5
Americas,Caribbean,British Virgin Islands,Homicide count,2002,MD,1
Americas,Caribbean,Cuba,Homicide count,2002,MD,661
Americas,Caribbean,Turks and Caicos Islands,Homicide count,2002,MD,2
Americas,Caribbean,United States Virgin Islands,Homicide count,2002,MD,41
Americas,Caribbean,Aruba,Homicide rate,2002,MD,5.3
Americas,Caribbean,British Virgin Islands,Homicide rate,2002,MD,4.7
Americas,Caribbean,Cuba,Homicide rate,2002,MD,5.9
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,2002,MD,8.6
Americas,Caribbean,United States Virgin Islands,Homicide rate,2002,MD,37.8
Americas,Caribbean,Dominican Republic,Homicide count,2002,NGO,1279
Americas,Caribbean,Dominican Republic,Homicide rate,2002,NGO,14.7
Americas,Caribbean,Puerto Rico,Homicide count,2002,NSO,820
Americas,Caribbean,Puerto Rico,Homicide rate,2002,NSO,22.4
Americas,Caribbean,Bahamas,Homicide count,2002,OAS,52
Americas,Caribbean,Barbados,Homicide count,2002,OAS,25
Americas,Caribbean,Dominica,Homicide count,2002,OAS,9
Americas,Caribbean,Grenada,Homicide count,2002,OAS,14
Americas,Caribbean,Jamaica,Homicide count,2002,OAS,1045
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2002,OAS,5
Americas,Caribbean,Saint Lucia,Homicide count,2002,OAS,42
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2002,OAS,20
Americas,Caribbean,Trinidad and Tobago,Homicide count,2002,OAS,171
Americas,Caribbean,Bahamas,Homicide rate,2002,OAS,16.9
Americas,Caribbean,Barbados,Homicide rate,2002,OAS,9.1
Americas,Caribbean,Dominica,Homicide rate,2002,OAS,12.9
Americas,Caribbean,Grenada,Homicide rate,2002,OAS,13.5
Americas,Caribbean,Jamaica,Homicide rate,2002,OAS,38.8
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2002,OAS,11.1
Americas,Caribbean,Saint Lucia,Homicide rate,2002,OAS,26.4
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2002,OAS,18.5
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2002,OAS,13.4
Americas,Caribbean,Curaçao,Homicide count,2002,PAHO,39
Americas,Caribbean,Montserrat,Homicide count,2002,PAHO,0
Americas,Caribbean,Curaçao,Homicide rate,2002,PAHO,30.2
Americas,Caribbean,Montserrat,Homicide rate,2002,PAHO,0
Americas,Caribbean,Cayman Islands,Homicide count,2002,WHO,0
Americas,Caribbean,Cayman Islands,Homicide rate,2002,WHO,0
Americas,Caribbean,Aruba,Homicide count,2003,MD,4
Americas,Caribbean,British Virgin Islands,Homicide count,2003,MD,2
Americas,Caribbean,Cayman Islands,Homicide count,2003,MD,3
Americas,Caribbean,Cuba,Homicide count,2003,MD,642
Americas,Caribbean,United States Virgin Islands,Homicide count,2003,MD,31
Americas,Caribbean,Aruba,Homicide rate,2003,MD,4.1
Americas,Caribbean,British Virgin Islands,Homicide rate,2003,MD,9.2
Americas,Caribbean,Cayman Islands,Homicide rate,2003,MD,6.4
Americas,Caribbean,Cuba,Homicide rate,2003,MD,5.7
Americas,Caribbean,United States Virgin Islands,Homicide rate,2003,MD,28.6
Americas,Caribbean,Dominican Republic,Homicide count,2003,NGO,1902
Americas,Caribbean,Dominican Republic,Homicide rate,2003,NGO,21.5
Americas,Caribbean,Puerto Rico,Homicide count,2003,NSO,818
Americas,Caribbean,Puerto Rico,Homicide rate,2003,NSO,22.4
Americas,Caribbean,Bahamas,Homicide count,2003,OAS,50
Americas,Caribbean,Barbados,Homicide count,2003,OAS,33
Americas,Caribbean,Dominica,Homicide count,2003,OAS,8
Americas,Caribbean,Grenada,Homicide count,2003,OAS,9
Americas,Caribbean,Jamaica,Homicide count,2003,OAS,975
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2003,OAS,10
Americas,Caribbean,Saint Lucia,Homicide count,2003,OAS,36
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2003,OAS,18
Americas,Caribbean,Trinidad and Tobago,Homicide count,2003,OAS,229
Americas,Caribbean,Bahamas,Homicide rate,2003,OAS,16
Americas,Caribbean,Barbados,Homicide rate,2003,OAS,12
Americas,Caribbean,Dominica,Homicide rate,2003,OAS,11.4
Americas,Caribbean,Grenada,Homicide rate,2003,OAS,8.7
Americas,Caribbean,Jamaica,Homicide rate,2003,OAS,36
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2003,OAS,21.9
Americas,Caribbean,Saint Lucia,Homicide rate,2003,OAS,22.4
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2003,OAS,16.6
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2003,OAS,17.8
Americas,Caribbean,Curaçao,Homicide count,2003,PAHO,43
Americas,Caribbean,Montserrat,Homicide count,2003,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide count,2003,PAHO,0
Americas,Caribbean,Curaçao,Homicide rate,2003,PAHO,33.5
Americas,Caribbean,Montserrat,Homicide rate,2003,PAHO,0
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,2003,PAHO,0
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2004,CTS,29
Americas,Caribbean,Trinidad and Tobago,Homicide count,2004,CTS,260
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2004,CTS,26.7
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2004,CTS,20.2
Americas,Caribbean,Aruba,Homicide count,2004,MD,2
Americas,Caribbean,British Virgin Islands,Homicide count,2004,MD,4
Americas,Caribbean,Cayman Islands,Homicide count,2004,MD,5
Americas,Caribbean,Cuba,Homicide count,2004,MD,660
Americas,Caribbean,United States Virgin Islands,Homicide count,2004,MD,37
Americas,Caribbean,Aruba,Homicide rate,2004,MD,2
Americas,Caribbean,British Virgin Islands,Homicide rate,2004,MD,17.9
Americas,Caribbean,Cayman Islands,Homicide rate,2004,MD,10.4
Americas,Caribbean,Cuba,Homicide rate,2004,MD,5.9
Americas,Caribbean,United States Virgin Islands,Homicide rate,2004,MD,34.2
Americas,Caribbean,Dominican Republic,Homicide count,2004,NGO,2239
Americas,Caribbean,Dominican Republic,Homicide rate,2004,NGO,24.9
Americas,Caribbean,Guadeloupe,Homicide count,2004,NP,26
Americas,Caribbean,Martinique,Homicide count,2004,NP,19
Americas,Caribbean,Guadeloupe,Homicide rate,2004,NP,6.4
Americas,Caribbean,Martinique,Homicide rate,2004,NP,4.8
Americas,Caribbean,Puerto Rico,Homicide count,2004,NSO,843
Americas,Caribbean,Puerto Rico,Homicide rate,2004,NSO,23.1
Americas,Caribbean,Bahamas,Homicide count,2004,OAS,44
Americas,Caribbean,Barbados,Homicide count,2004,OAS,22
Americas,Caribbean,Dominica,Homicide count,2004,OAS,8
Americas,Caribbean,Grenada,Homicide count,2004,OAS,6
Americas,Caribbean,Jamaica,Homicide count,2004,OAS,1471
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2004,OAS,11
Americas,Caribbean,Saint Lucia,Homicide count,2004,OAS,37
Americas,Caribbean,Bahamas,Homicide rate,2004,OAS,13.8
Americas,Caribbean,Barbados,Homicide rate,2004,OAS,8
Americas,Caribbean,Dominica,Homicide rate,2004,OAS,11.4
Americas,Caribbean,Grenada,Homicide rate,2004,OAS,5.8
Americas,Caribbean,Jamaica,Homicide rate,2004,OAS,54
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2004,OAS,23.7
Americas,Caribbean,Saint Lucia,Homicide rate,2004,OAS,22.9
Americas,Caribbean,Curaçao,Homicide count,2004,PAHO,41
Americas,Caribbean,Curaçao,Homicide rate,2004,PAHO,31.9
Americas,Caribbean,Montserrat,Homicide count,2004,WHO,0
Americas,Caribbean,Montserrat,Homicide rate,2004,WHO,0
Americas,Caribbean,Bahamas,Homicide count,2005,CTS,52
Americas,Caribbean,Grenada,Homicide count,2005,CTS,11
Americas,Caribbean,Jamaica,Homicide count,2005,CTS,1674
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2005,CTS,26
Americas,Caribbean,Trinidad and Tobago,Homicide count,2005,CTS,386
Americas,Caribbean,Bahamas,Homicide rate,2005,CTS,16
Americas,Caribbean,Grenada,Homicide rate,2005,CTS,10.5
Americas,Caribbean,Jamaica,Homicide rate,2005,CTS,61.1
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2005,CTS,23.9
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2005,CTS,29.8
Americas,Caribbean,Aruba,Homicide count,2005,MD,6
Americas,Caribbean,Cayman Islands,Homicide count,2005,MD,3
Americas,Caribbean,Cuba,Homicide count,2005,MD,684
Americas,Caribbean,United States Virgin Islands,Homicide count,2005,MD,37
Americas,Caribbean,Aruba,Homicide rate,2005,MD,6
Americas,Caribbean,Cayman Islands,Homicide rate,2005,MD,6.1
Americas,Caribbean,Cuba,Homicide rate,2005,MD,6.1
Americas,Caribbean,United States Virgin Islands,Homicide rate,2005,MD,34.3
Americas,Caribbean,Dominican Republic,Homicide count,2005,NGO,2394
Americas,Caribbean,Dominican Republic,Homicide rate,2005,NGO,26.3
Americas,Caribbean,Guadeloupe,Homicide count,2005,NP,23
Americas,Caribbean,Martinique,Homicide count,2005,NP,19
Americas,Caribbean,Guadeloupe,Homicide rate,2005,NP,5.7
Americas,Caribbean,Martinique,Homicide rate,2005,NP,4.8
Americas,Caribbean,Puerto Rico,Homicide count,2005,NSO,825
Americas,Caribbean,Puerto Rico,Homicide rate,2005,NSO,22.7
Americas,Caribbean,Barbados,Homicide count,2005,OAS,29
Americas,Caribbean,Dominica,Homicide count,2005,OAS,8
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2005,OAS,8
Americas,Caribbean,Saint Lucia,Homicide count,2005,OAS,41
Americas,Caribbean,Barbados,Homicide rate,2005,OAS,10.5
Americas,Caribbean,Dominica,Homicide rate,2005,OAS,11.3
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2005,OAS,17.1
Americas,Caribbean,Saint Lucia,Homicide rate,2005,OAS,25.1
Americas,Caribbean,Curaçao,Homicide count,2005,PAHO,26
Americas,Caribbean,Montserrat,Homicide count,2005,PAHO,1
Americas,Caribbean,Turks and Caicos Islands,Homicide count,2005,PAHO,0
Americas,Caribbean,Curaçao,Homicide rate,2005,PAHO,20
Americas,Caribbean,Montserrat,Homicide rate,2005,PAHO,20.7
Americas,Caribbean,Turks and Caicos Islands,Homicide rate,2005,PAHO,0
Americas,Caribbean,Bahamas,Homicide count,2006,CTS,61
Americas,Caribbean,Grenada,Homicide count,2006,CTS,12
Americas,Caribbean,Jamaica,Homicide count,2006,CTS,1340
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2006,CTS,20
Americas,Caribbean,Trinidad and Tobago,Homicide count,2006,CTS,371
Americas,Caribbean,Bahamas,Homicide rate,2006,CTS,18.4
Americas,Caribbean,Grenada,Homicide rate,2006,CTS,11.4
Americas,Caribbean,Jamaica,Homicide rate,2006,CTS,48.6
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2006,CTS,18.4
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2006,CTS,28.5
Americas,Caribbean,Aruba,Homicide count,2006,MD,5
Americas,Caribbean,British Virgin Islands,Homicide count,2006,MD,2
Americas,Caribbean,Cayman Islands,Homicide count,2006,MD,1
Americas,Caribbean,Cuba,Homicide count,2006,MD,576
Americas,Caribbean,United States Virgin Islands,Homicide count,2006,MD,43
Americas,Caribbean,Aruba,Homicide rate,2006,MD,5
Americas,Caribbean,British Virgin Islands,Homicide rate,2006,MD,8.3
Americas,Caribbean,Cayman Islands,Homicide rate,2006,MD,2
Americas,Caribbean,Cuba,Homicide rate,2006,MD,5.1
Americas,Caribbean,United States Virgin Islands,Homicide rate,2006,MD,40
Americas,Caribbean,Dominican Republic,Homicide count,2006,NGO,2144
Americas,Caribbean,Dominican Republic,Homicide rate,2006,NGO,23.3
Americas,Caribbean,Guadeloupe,Homicide count,2006,NP,24
Americas,Caribbean,Martinique,Homicide count,2006,NP,23
Americas,Caribbean,Guadeloupe,Homicide rate,2006,NP,6
Americas,Caribbean,Martinique,Homicide rate,2006,NP,5.8
Americas,Caribbean,Puerto Rico,Homicide count,2006,NSO,783
Americas,Caribbean,Puerto Rico,Homicide rate,2006,NSO,21.6
Americas,Caribbean,Barbados,Homicide count,2006,OAS,35
Americas,Caribbean,Dominica,Homicide count,2006,OAS,5
Americas,Caribbean,Saint Kitts and Nevis,Homicide count,2006,OAS,17
Americas,Caribbean,Saint Lucia,Homicide count,2006,OAS,43
Americas,Caribbean,Barbados,Homicide rate,2006,OAS,12.6
Americas,Caribbean,Dominica,Homicide rate,2006,OAS,7.1
Americas,Caribbean,Saint Kitts and Nevis,Homicide rate,2006,OAS,35.9
Americas,Caribbean,Saint Lucia,Homicide rate,2006,OAS,26
Americas,Caribbean,Curaçao,Homicide count,2006,PAHO,18
Americas,Caribbean,Montserrat,Homicide count,2006,PAHO,1
Americas,Caribbean,Curaçao,Homicide rate,2006,PAHO,13.6
Americas,Caribbean,Montserrat,Homicide rate,2006,PAHO,20.4
Americas,Caribbean,Bahamas,Homicide count,2007,CTS,78
Americas,Caribbean,Barbados,Homicide count,2007,CTS,25
Americas,Caribbean,Grenada,Homicide count,2007,CTS,11
Americas,Caribbean,Jamaica,Homicide count,2007,CTS,1584
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide count,2007,CTS,40
Americas,Caribbean,Trinidad and Tobago,Homicide count,2007,CTS,391
Americas,Caribbean,Bahamas,Homicide rate,2007,CTS,23.1
Americas,Caribbean,Barbados,Homicide rate,2007,CTS,9
Americas,Caribbean,Grenada,Homicide rate,2007,CTS,10.5
Americas,Caribbean,Jamaica,Homicide rate,2007,CTS,57.2
Americas,Caribbean,Saint Vincent and the Grenadines,Homicide rate,2007,CTS,36.9
Americas,Caribbean,Trinidad and Tobago,Homicide rate,2007,CTS,29.9
Americas,Caribbean,Aruba,Homicide count,2007,MD,3
Americas,Caribbean,Cayman Islands,Homicide count,2007,MD,2
Americas,Caribbean,Cuba,Homicide count,2007,MD,568
Americas,Caribbean,Turks and Caicos Islands,Homicide count,2007,MD,2
Americas,Caribbean,United States Virgin Islands,Homicide count,2007,MD,43
