download,Country,Icons,Population Type,Question Number,Region,Sub-region,Year,Count,Number of Records,Rate,Refpopulation
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2013,194561,1,2399.358431427,8108.876
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2014,168577,1,442.562698373,38091.1
,Republic of Moldova,,Total population,3.5.2,Europe,Eastern Europe,2014,16729,1,410.688153676,4073.407
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2014,164396,1,820.505961041,20035.93
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2014,802163,1,554.497707805,144664.8
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2014,18568,1,342.027830102,5428.798
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2014,413389,1,4265.199718081,9692.137
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2014,1267915,1,2208.578170114,57408.654
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2014,26831,1,1457.811961763,1840.498
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2014,95021,1,1776.890567731,5347.6
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2014,936,1,1181.624228346,79.213
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2014,15607,1,864.680566267,1804.944
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2014,104764,1,1005.584447247,10418.22
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2014,26755,1,300.675950554,8898.284
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2014,30103,1,1456.018124410,2067.488
,Spain,,Total population,3.5.2,Europe,Southern Europe,2014,155253,1,331.893694313,46777.93
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2014,214,1,574.975147102,37.219
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2014,171872,1,2094.466697124,8206.003
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2015,145212,1,381.794432782,38034.08
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2015,108439,1,544.230968051,19925.18
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2015,874784,1,603.361310921,144985.1
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2015,24882,1,457.758773894,5435.614
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2015,399646,1,4092.658343633,9764.949
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2015,1357563,1,2345.259245192,57885.413
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2015,25707,1,1388.351071845,1851.621
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2015,86748,1,1614.517029592,5373
,Andorra,,Total population,3.5.2,Europe,Southern Europe,2015,1046,1,1341.146000282,77.993
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2015,12295,1,694.003851877,1771.604
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2015,98434,1,949.369957611,10368.35
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2015,24483,1,275.809564665,8876.777
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2015,22798,1,1100.715093045,2071.199
,Spain,,Total population,3.5.2,Europe,Southern Europe,2015,205751,1,440.845373407,46671.92
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2015,193,1,515.147470973,37.465
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2015,157911,1,1903.281696804,8296.775
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2016,126392,1,332.704909445,37989.22
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2016,92099,1,465.233872222,19796.28
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2016,731913,1,503.810693345,145275.4
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2016,23329,1,428.684228467,5442.001
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2016,375396,1,3816.550279621,9836.003
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2016,1467499,1,2513.649210156,58381.217
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2016,24041,1,1291.043569834,1862.137
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2016,84867,1,1570.244416896,5404.7
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2016,12593,1,706.071270979,1783.531
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2016,89305,1,864.894233135,10325.54
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2016,22441,1,253.457124228,8853.963
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2016,21395,1,1031.479530712,2074.205
,Spain,,Total population,3.5.2,Europe,Southern Europe,2016,163077,1,349.694526305,46634.13
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2016,196,1,520.515203824,37.655
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2016,146359,1,1746.545161854,8379.915
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2017,106923,1,281.723428709,37953.18
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2017,96154,1,489.234490538,19653.97
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2017,659649,1,453.273240381,145530.1
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2017,21331,1,391.545150492,5447.903
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2017,360113,1,3635.707395182,9904.895
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2017,1573004,1,2677.699965418,58744.595
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2017,23407,1,1251.153228988,1870.834
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2017,86543,1,1595.321486506,5424.8
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2017,5569,1,312.245764161,1783.531
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2017,88541,1,860.579694087,10288.53
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2017,20763,1,235.151602735,8829.623
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2017,20539,1,989.166319510,2076.395
,Spain,,Total population,3.5.2,Europe,Southern Europe,2017,162426,1,348.199246990,46647.43
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2017,149,1,394.127760878,37.805
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2017,141504,1,1673.455500410,8455.797
,Poland,,Total population,3.5.2,Europe,Eastern Europe,2018,98833,1,260.624689161,37921.58
,Romania,,Total population,3.5.2,Europe,Eastern Europe,2018,100407,1,514.746405101,19506.11
,Russian Federation,,Total population,3.5.2,Europe,Eastern Europe,2018,648512,1,444.997049419,145734
,Slovakia,,Total population,3.5.2,Europe,Eastern Europe,2018,18078,1,331.522898241,5453.017
,Sweden,,Total population,3.5.2,Europe,Northern Europe,2018,334286,1,3352.370675607,9971.63
,United Kingdom (England and Wales),,Total population,3.5.2,Europe,Northern Europe,2018,1593128,1,2694.927172527,59115.809
,United Kingdom (Northern Ireland),,Total population,3.5.2,Europe,Northern Europe,2018,24178,1,1284.942239248,1881.641
,United Kingdom (Scotland),,Total population,3.5.2,Europe,Northern Europe,2018,86569,1,1591.897905518,5438.1
,Kosovo under UNSCR 1244,,Total population,3.5.2,Europe,Southern Europe,2018,5809,1,324.372738842,1790.841
,Portugal,,Total population,3.5.2,Europe,Southern Europe,2018,87569,1,853.816085700,10256.19
,Serbia,,Total population,3.5.2,Europe,Southern Europe,2018,18972,1,215.523778332,8802.741
,Slovenia,,Total population,3.5.2,Europe,Southern Europe,2018,19613,1,943.914726668,2077.836
,Spain,,Total population,3.5.2,Europe,Southern Europe,2018,168203,1,360.232806472,46692.86
,Liechtenstein,,Total population,3.5.2,Europe,Western Europe,2018,162,1,427.237723509,37.918
,Switzerland,,Total population,3.5.2,Europe,Western Europe,2018,136011,1,1595.322049532,8525.614
,Solomon Islands,,Total population,3.5.2,Oceania,Melanesia,2004,800,1,174.463361604,458.549
,Solomon Islands,,Total population,3.5.2,Oceania,Melanesia,2005,1029,1,218.974374253,469.918
,Solomon Islands,,Total population,3.5.2,Oceania,Melanesia,2006,835,1,173.565641070,481.086
,Solomon Islands,,Total population,3.5.2,Oceania,Melanesia,2007,870,1,176.781479803,492.133
,Solomon Islands,,Total population,3.5.2,Oceania,Melanesia,2008,878,1,174.425765745,503.366
